id_Acidente;;causa_acidente;;tipo_acidente;;classificacao_acidente;;data_inversa;;horario;;dia_semana;
3416;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';22/06/2018;***;21:30:00;',';sexta-feira;"');"
3417;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';10/09/2018;***;07:45:00;',';segunda-feira;"');"
3418;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Sem Vítimas;',';07/09/2018;***;03:15:00;',';sexta-feira;"');"
3419;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';10/09/2018;***;14:00:00;',';segunda-feira;"');"
3420;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',';10/09/2018;***;14:10:00;',';segunda-feira;"');"
3421;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';10/09/2018;***;18:30:00;',';segunda-feira;"');"
3422;,';Ingestão de Álcool;',';Colisão traseira;',';Sem Vítimas;',';09/09/2018;***;04:50:00;',';domingo;"');"
3423;,';Ingestão de Álcool;',';Capotamento;',';Sem Vítimas;',';09/09/2018;***;05:00:00;',';domingo;"');"
3424;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';11/09/2018;***;13:25:00;',';terça-feira;"');"
3425;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';11/09/2018;***;13:10:00;',';terça-feira;"');"
3426;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';27/06/2018;***;07:20:00;',';quarta-feira;"');"
3427;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';10/09/2018;***;20:00:00;',';segunda-feira;"');"
3428;,';Condutor Dormindo;',';Capotamento;',';Com Vítimas Feridas;',';11/09/2018;***;12:30:00;',';terça-feira;"');"
3429;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';11/09/2018;***;17:30:00;',';terça-feira;"');"
3430;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';11/09/2018;***;19:05:00;',';terça-feira;"');"
3431;,';Defeito Mecânico no Veículo;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';11/09/2018;***;18:55:00;',';terça-feira;"');"
3432;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';11/09/2018;***;22:15:00;',';terça-feira;"');"
3433;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';23/05/2018;***;10:30:00;',';quarta-feira;"');"
3434;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';12/09/2018;***;08:15:00;',';quarta-feira;"');"
3435;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';12/09/2018;***;11:00:00;',';quarta-feira;"');"
3436;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';12/09/2018;***;11:30:00;',';quarta-feira;"');"
3437;,';Avarias e/ou desgaste excessivo no pneu;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';12/09/2018;***;11:55:00;',';quarta-feira;"');"
3438;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';12/09/2018;***;15:05:00;',';quarta-feira;"');"
3439;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';12/09/2018;***;15:50:00;',';quarta-feira;"');"
3440;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';12/09/2018;***;17:20:00;',';quarta-feira;"');"
3441;,';Desobediência às normas de trânsito pelo condutor;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';12/09/2018;***;18:30:00;',';quarta-feira;"');"
3442;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';12/09/2018;***;22:30:00;',';quarta-feira;"');"
3443;,';Falta de Atenção à Condução;',';Capotamento;',';Com Vítimas Feridas;',';12/09/2018;***;23:45:00;',';quarta-feira;"');"
3444;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';13/09/2018;***;03:50:00;',';quinta-feira;"');"
3445;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';13/09/2018;***;05:30:00;',';quinta-feira;"');"
3446;,';Ultrapassagem Indevida;',';Colisão lateral;',';Com Vítimas Feridas;',';13/09/2018;***;07:50:00;',';quinta-feira;"');"
3447;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';13/09/2018;***;13:10:00;',';quinta-feira;"');"
3448;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';13/09/2018;***;16:20:00;',';quinta-feira;"');"
3449;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Sem Vítimas;',';13/09/2018;***;18:20:00;',';quinta-feira;"');"
3450;,';Defeito Mecânico no Veículo;',';Tombamento;',';Com Vítimas Feridas;',';13/09/2018;***;20:30:00;',';quinta-feira;"');"
3451;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';14/09/2018;***;01:20:00;',';sexta-feira;"');"
3452;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',';14/09/2018;***;07:20:00;',';sexta-feira;"');"
3453;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/09/2018;***;08:15:00;',';sexta-feira;"');"
3454;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';14/09/2018;***;02:30:00;',';sexta-feira;"');"
3455;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';14/09/2018;***;14:15:00;',';sexta-feira;"');"
3456;,';Mal Súbito;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';14/09/2018;***;07:30:00;',';sexta-feira;"');"
3457;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';14/09/2018;***;14:15:00;',';sexta-feira;"');"
3458;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';14/09/2018;***;17:30:00;',';sexta-feira;"');"
3459;,';Mal Súbito;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/09/2018;***;22:30:00;',';sexta-feira;"');"
3460;,';Ingestão de álcool e/ou substâncias psicoativas pelo pedestre;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;00:00:00;',';sábado;"');"
3461;,';Ingestão de Álcool;',';Colisão lateral;',';Sem Vítimas;',';15/09/2018;***;04:05:00;',';sábado;"');"
3462;,';Animais na Pista;',';Atropelamento de Animal;',';Com Vítimas Feridas;',';15/09/2018;***;04:50:00;',';sábado;"');"
3463;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;06:50:00;',';sábado;"');"
3464;,';Pista Escorregadia;',';Colisão lateral;',';Com Vítimas Feridas;',';15/09/2018;***;10:40:00;',';sábado;"');"
3465;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;07:30:00;',';sábado;"');"
3466;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;14:50:00;',';sábado;"');"
3467;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';15/09/2018;***;08:20:00;',';sábado;"');"
3468;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;18:00:00;',';sábado;"');"
3469;,';Defeito na Via;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;18:50:00;',';sábado;"');"
3470;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';03/05/2018;***;11:20:00;',';quinta-feira;"');"
3471;,';Ingestão de álcool e/ou substâncias psicoativas pelo pedestre;',';Colisão lateral;',';Sem Vítimas;',';15/09/2018;***;22:15:00;',';sábado;"');"
3472;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;23:30:00;',';sábado;"');"
3473;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';16/09/2018;***;00:45:00;',';domingo;"');"
3474;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';16/09/2018;***;03:15:00;',';domingo;"');"
3475;,';Restrição de Visibilidade;',';Colisão lateral;',';Com Vítimas Feridas;',';15/09/2018;***;08:45:00;',';sábado;"');"
3476;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';16/09/2018;***;03:00:00;',';domingo;"');"
3477;,';Animais na Pista;',';Atropelamento de Animal;',';Com Vítimas Feridas;',';16/09/2018;***;04:50:00;',';domingo;"');"
3478;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';16/09/2018;***;05:50:00;',';domingo;"');"
3479;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';16/09/2018;***;15:10:00;',';domingo;"');"
3480;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';16/09/2018;***;16:10:00;',';domingo;"');"
3481;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';16/09/2018;***;18:40:00;',';domingo;"');"
3482;,';Ingestão de Álcool;',';Colisão lateral;',';Sem Vítimas;',';16/09/2018;***;19:30:00;',';domingo;"');"
3483;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';16/09/2018;***;20:30:00;',';domingo;"');"
3484;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';17/09/2018;***;00:30:00;',';segunda-feira;"');"
3485;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';17/09/2018;***;12:30:00;',';segunda-feira;"');"
3486;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';17/09/2018;***;10:35:00;',';segunda-feira;"');"
3487;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';17/09/2018;***;15:30:00;',';segunda-feira;"');"
3488;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Sem Vítimas;',';17/09/2018;***;19:00:00;',';segunda-feira;"');"
3489;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';17/09/2018;***;20:50:00;',';segunda-feira;"');"
3490;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';05/08/2018;***;18:50:00;',';domingo;"');"
3491;,';Pista Escorregadia;',';Colisão com objeto estático;',';Sem Vítimas;',';18/09/2018;***;08:45:00;',';terça-feira;"');"
3492;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';18/09/2018;***;12:40:00;',';terça-feira;"');"
3493;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';18/09/2018;***;13:55:00;',';terça-feira;"');"
3494;,';Animais na Pista;',';Atropelamento de Animal;',';Com Vítimas Feridas;',';18/09/2018;***;18:45:00;',';terça-feira;"');"
3495;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';18/09/2018;***;19:05:00;',';terça-feira;"');"
3496;,';Animais na Pista;',';Atropelamento de Animal;',';Sem Vítimas;',';19/09/2018;***;03:20:00;',';quarta-feira;"');"
3497;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';19/09/2018;***;02:30:00;',';quarta-feira;"');"
3498;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';19/09/2018;***;07:00:00;',';quarta-feira;"');"
3499;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';19/09/2018;***;08:30:00;',';quarta-feira;"');"
3500;,';Mal Súbito;',';Tombamento;',';Com Vítimas Feridas;',';19/09/2018;***;07:50:00;',';quarta-feira;"');"
3501;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';19/09/2018;***;17:00:00;',';quarta-feira;"');"
3502;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';19/09/2018;***;18:15:00;',';quarta-feira;"');"
3503;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';19/09/2018;***;19:00:00;',';quarta-feira;"');"
3504;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';19/09/2018;***;21:15:00;',';quarta-feira;"');"
3505;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';20/09/2018;***;06:00:00;',';quinta-feira;"');"
3506;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';20/09/2018;***;06:10:00;',';quinta-feira;"');"
3507;,';Ingestão de Álcool;',';Colisão transversal;',';Com Vítimas Feridas;',';20/09/2018;***;16:35:00;',';quinta-feira;"');"
3508;,';Animais na Pista;',';Atropelamento de Animal;',';Com Vítimas Feridas;',';20/09/2018;***;20:00:00;',';quinta-feira;"');"
3509;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';20/09/2018;***;20:25:00;',';quinta-feira;"');"
3510;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';21/09/2018;***;04:50:00;',';sexta-feira;"');"
3511;,';Condutor Dormindo;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';21/09/2018;***;11:30:00;',';sexta-feira;"');"
3512;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';21/09/2018;***;13:20:00;',';sexta-feira;"');"
3513;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';14/01/2018;***;16:35:00;',';domingo;"');"
3514;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Sem Vítimas;',';21/09/2018;***;17:00:00;',';sexta-feira;"');"
3515;,';Defeito Mecânico no Veículo;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';21/09/2018;***;20:45:00;',';sexta-feira;"');"
3516;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';21/09/2018;***;22:00:00;',';sexta-feira;"');"
3517;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';22/09/2018;***;05:35:00;',';sábado;"');"
3518;,';Falta de Atenção à Condução;',';Colisão frontal;',';Sem Vítimas;',';22/09/2018;***;05:30:00;',';sábado;"');"
3519;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Fatais;',';22/09/2018;***;00:05:00;',';sábado;"');"
3520;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Sem Vítimas;',';22/09/2018;***;05:45:00;',';sábado;"');"
3521;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Sem Vítimas;',';22/09/2018;***;08:50:00;',';sábado;"');"
3522;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';22/09/2018;***;11:00:00;',';sábado;"');"
3523;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';22/09/2018;***;12:10:00;',';sábado;"');"
3524;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';22/09/2018;***;15:00:00;',';sábado;"');"
3525;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',';22/09/2018;***;15:55:00;',';sábado;"');"
3526;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';22/09/2018;***;15:45:00;',';sábado;"');"
3527;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';22/09/2018;***;18:35:00;',';sábado;"');"
3528;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';22/09/2018;***;17:50:00;',';sábado;"');"
3529;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';22/09/2018;***;11:45:00;',';sábado;"');"
3530;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';22/09/2018;***;21:00:00;',';sábado;"');"
3531;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';23/09/2018;***;02:30:00;',';domingo;"');"
3532;,';Objeto estático sobre o leito carroçável;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';23/09/2018;***;05:15:00;',';domingo;"');"
3533;,';Falta de Atenção à Condução;',';Capotamento;',';Com Vítimas Feridas;',';23/09/2018;***;09:30:00;',';domingo;"');"
3534;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';23/09/2018;***;17:00:00;',';domingo;"');"
3535;,';Pista Escorregadia;',';Saída de leito carroçável;',';Sem Vítimas;',';23/09/2018;***;12:00:00;',';domingo;"');"
3536;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';23/09/2018;***;19:50:00;',';domingo;"');"
3537;,';Condutor Dormindo;',';Colisão com objeto estático;',';Sem Vítimas;',';23/09/2018;***;22:30:00;',';domingo;"');"
3538;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';24/09/2018;***;02:45:00;',';segunda-feira;"');"
3539;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';24/09/2018;***;10:00:00;',';segunda-feira;"');"
3540;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';24/09/2018;***;15:20:00;',';segunda-feira;"');"
3541;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';24/09/2018;***;17:50:00;',';segunda-feira;"');"
3542;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';24/09/2018;***;20:00:00;',';segunda-feira;"');"
3543;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';25/09/2018;***;10:15:00;',';terça-feira;"');"
3544;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';25/09/2018;***;14:00:00;',';terça-feira;"');"
3545;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';25/09/2018;***;22:30:00;',';terça-feira;"');"
3546;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';26/09/2018;***;03:00:00;',';quarta-feira;"');"
3547;,';Desobediência às normas de trânsito pelo condutor;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';26/09/2018;***;11:30:00;',';quarta-feira;"');"
3548;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';26/09/2018;***;18:30:00;',';quarta-feira;"');"
3549;,';Defeito Mecânico no Veículo;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';26/09/2018;***;21:45:00;',';quarta-feira;"');"
3550;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';27/09/2018;***;07:45:00;',';quinta-feira;"');"
3551;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';27/09/2018;***;08:20:00;',';quinta-feira;"');"
3552;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';27/09/2018;***;13:50:00;',';quinta-feira;"');"
3553;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';20/09/2018;***;15:40:00;',';quinta-feira;"');"
3554;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';19/09/2018;***;15:15:00;',';quarta-feira;"');"
3555;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';27/09/2018;***;16:30:00;',';quinta-feira;"');"
3556;,';Ultrapassagem Indevida;',';Colisão frontal;',';Com Vítimas Feridas;',';27/09/2018;***;21:45:00;',';quinta-feira;"');"
3557;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';28/09/2018;***;06:45:00;',';sexta-feira;"');"
3558;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';28/09/2018;***;16:20:00;',';sexta-feira;"');"
3559;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';28/09/2018;***;16:30:00;',';sexta-feira;"');"
3560;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';28/09/2018;***;16:30:00;',';sexta-feira;"');"
3561;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';28/09/2018;***;19:30:00;',';sexta-feira;"');"
3562;,';Defeito Mecânico no Veículo;',';Colisão com objeto em movimento;',';Sem Vítimas;',';28/09/2018;***;21:00:00;',';sexta-feira;"');"
3563;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';28/09/2018;***;17:30:00;',';sexta-feira;"');"
3564;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';29/09/2018;***;00:20:00;',';sábado;"');"
3565;,';Pista Escorregadia;',';Tombamento;',';Com Vítimas Feridas;',';29/09/2018;***;00:45:00;',';sábado;"');"
3566;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';29/09/2018;***;08:30:00;',';sábado;"');"
3567;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';29/09/2018;***;13:10:00;',';sábado;"');"
3568;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';29/09/2018;***;13:20:00;',';sábado;"');"
3569;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';29/09/2018;***;13:00:00;',';sábado;"');"
3570;,';Desobediência às normas de trânsito pelo condutor;',';Tombamento;',';Com Vítimas Feridas;',';29/09/2018;***;17:30:00;',';sábado;"');"
3571;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Sem Vítimas;',';30/09/2018;***;03:45:00;',';domingo;"');"
3572;,';Ingestão de Álcool;',';Colisão transversal;',';Sem Vítimas;',';30/09/2018;***;05:25:00;',';domingo;"');"
3573;,';Ingestão de Substâncias Psicoativas;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';30/09/2018;***;06:30:00;',';domingo;"');"
3574;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';30/09/2018;***;16:25:00;',';domingo;"');"
3575;,';Agressão Externa;',';Tombamento;',';Com Vítimas Feridas;',';30/09/2018;***;18:50:00;',';domingo;"');"
3576;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';01/10/2018;***;01:40:00;',';segunda-feira;"');"
3577;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';01/10/2018;***;08:15:00;',';segunda-feira;"');"
3578;,';Avarias e/ou desgaste excessivo no pneu;',';Saída de leito carroçável;',';Sem Vítimas;',';01/10/2018;***;14:00:00;',';segunda-feira;"');"
3579;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';01/10/2018;***;15:30:00;',';segunda-feira;"');"
3580;,';Pista Escorregadia;',';Saída de leito carroçável;',';Sem Vítimas;',';01/10/2018;***;13:55:00;',';segunda-feira;"');"
3581;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';01/10/2018;***;16:50:00;',';segunda-feira;"');"
3582;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';01/10/2018;***;19:55:00;',';segunda-feira;"');"
3583;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';02/10/2018;***;01:10:00;',';terça-feira;"');"
3584;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';02/10/2018;***;12:00:00;',';terça-feira;"');"
3585;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',';02/10/2018;***;11:30:00;',';terça-feira;"');"
3586;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';02/10/2018;***;17:15:00;',';terça-feira;"');"
3587;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';02/10/2018;***;18:15:00;',';terça-feira;"');"
3588;,';Animais na Pista;',';Atropelamento de Animal;',';Sem Vítimas;',';03/10/2018;***;04:30:00;',';quarta-feira;"');"
3589;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';03/10/2018;***;05:30:00;',';quarta-feira;"');"
3590;,';Velocidade Incompatível;',';Colisão transversal;',';Com Vítimas Feridas;',';03/10/2018;***;07:40:00;',';quarta-feira;"');"
3591;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';03/10/2018;***;09:50:00;',';quarta-feira;"');"
3592;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Sem Vítimas;',';04/10/2018;***;02:40:00;',';quinta-feira;"');"
3593;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';04/10/2018;***;07:15:00;',';quinta-feira;"');"
3594;,';Falta de Atenção à Condução;',';Capotamento;',';Com Vítimas Feridas;',';04/10/2018;***;10:50:00;',';quinta-feira;"');"
3595;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';04/10/2018;***;11:10:00;',';quinta-feira;"');"
3596;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';04/10/2018;***;19:00:00;',';quinta-feira;"');"
3597;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';04/10/2018;***;21:20:00;',';quinta-feira;"');"
3598;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';04/10/2018;***;19:10:00;',';quinta-feira;"');"
3599;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';05/10/2018;***;07:25:00;',';sexta-feira;"');"
3600;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';05/10/2018;***;09:30:00;',';sexta-feira;"');"
3601;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';05/10/2018;***;17:30:00;',';sexta-feira;"');"
3602;,';Deficiência ou não Acionamento do Sistema de Iluminação/Sinalização do Veículo;',';Colisão transversal;',';Com Vítimas Fatais;',';05/10/2018;***;20:00:00;',';sexta-feira;"');"
3603;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Sem Vítimas;',';05/10/2018;***;20:05:00;',';sexta-feira;"');"
3604;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';05/10/2018;***;15:25:00;',';sexta-feira;"');"
3605;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';05/10/2018;***;22:10:00;',';sexta-feira;"');"
3606;,';Ingestão de Álcool;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';05/10/2018;***;22:50:00;',';sexta-feira;"');"
3607;,';Condutor Dormindo;',';Capotamento;',';Com Vítimas Feridas;',';06/10/2018;***;03:00:00;',';sábado;"');"
