id_Acidente;;causa_acidente;;tipo_acidente;;classificacao_acidente;;data;;horario;;dia_semana;
16159;,';Não guardar distância de segurança;',';Colisão lateral;',';Com Vítimas Feridas;',';12/09/2018;***;18:20:00;',';quarta-feira;"');"
16160;,';Desobediência às normas de trânsito pelo condutor;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';12/09/2018;***;18:30:00;',';quarta-feira;"');"
16161;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';12/09/2018;***;19:00:00;',';quarta-feira;"');"
16162;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';12/09/2018;***;19:00:00;',';quarta-feira;"');"
16163;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';07/09/2018;***;09:00:00;',';sexta-feira;"');"
16164;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';12/09/2018;***;18:20:00;',';quarta-feira;"');"
16165;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';12/09/2018;***;20:40:00;',';quarta-feira;"');"
16166;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';12/09/2018;***;21:00:00;',';quarta-feira;"');"
16167;,';Restrição de Visibilidade;',';Colisão traseira;',';Com Vítimas Feridas;',';12/09/2018;***;19:10:00;',';quarta-feira;"');"
16168;,';Ingestão de Álcool;',';Colisão traseira;',';Com Vítimas Feridas;',';12/09/2018;***;21:25:00;',';quarta-feira;"');"
16169;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Fatais;',';12/09/2018;***;18:30:00;',';quarta-feira;"');"
16170;,';Velocidade Incompatível;',';Capotamento;',';Com Vítimas Feridas;',';12/09/2018;***;17:20:00;',';quarta-feira;"');"
16171;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';12/09/2018;***;21:00:00;',';quarta-feira;"');"
16172;,';Ingestão de Álcool;',';Capotamento;',';Com Vítimas Feridas;',';12/09/2018;***;22:20:00;',';quarta-feira;"');"
16173;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';12/09/2018;***;22:30:00;',';quarta-feira;"');"
16174;,';Ingestão de Álcool;',';Colisão transversal;',';Com Vítimas Feridas;',';12/09/2018;***;23:10:00;',';quarta-feira;"');"
16175;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';12/09/2018;***;23:50:00;',';quarta-feira;"');"
16176;,';Desobediência às normas de trânsito pelo condutor;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';13/09/2018;***;00:40:00;',';quinta-feira;"');"
16177;,';Falta de Atenção à Condução;',';Capotamento;',';Com Vítimas Feridas;',';12/09/2018;***;23:45:00;',';quarta-feira;"');"
16178;,';Falta de Atenção à Condução;',';Capotamento;',';Com Vítimas Feridas;',';13/09/2018;***;02:00:00;',';quinta-feira;"');"
16179;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';13/09/2018;***;03:50:00;',';quinta-feira;"');"
16180;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';13/09/2018;***;05:30:00;',';quinta-feira;"');"
16181;,';Não guardar distância de segurança;',';Tombamento;',';Com Vítimas Feridas;',';13/09/2018;***;07:00:00;',';quinta-feira;"');"
16182;,';Ultrapassagem Indevida;',';Colisão lateral;',';Com Vítimas Feridas;',';13/09/2018;***;07:50:00;',';quinta-feira;"');"
16183;,';Falta de Atenção à Condução;',';Capotamento;',';Sem Vítimas;',';13/09/2018;***;06:30:00;',';quinta-feira;"');"
16184;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';13/09/2018;***;07:26:00;',';quinta-feira;"');"
16185;,';Restrição de Visibilidade;',';Colisão lateral;',';Com Vítimas Feridas;',';13/09/2018;***;08:30:00;',';quinta-feira;"');"
16186;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';13/09/2018;***;08:20:00;',';quinta-feira;"');"
16187;,';Falta de Atenção à Condução;',';Capotamento;',';Com Vítimas Feridas;',';13/09/2018;***;08:00:00;',';quinta-feira;"');"
16188;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';13/09/2018;***;09:10:00;',';quinta-feira;"');"
16189;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';13/09/2018;***;09:00:00;',';quinta-feira;"');"
16190;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';13/09/2018;***;07:20:00;',';quinta-feira;"');"
16191;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';13/09/2018;***;11:45:00;',';quinta-feira;"');"
16192;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';09/09/2018;***;06:15:00;',';domingo;"');"
16193;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';13/09/2018;***;13:10:00;',';quinta-feira;"');"
16194;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';13/09/2018;***;14:13:00;',';quinta-feira;"');"
16195;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';13/09/2018;***;14:05:00;',';quinta-feira;"');"
16196;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';13/09/2018;***;13:50:00;',';quinta-feira;"');"
16197;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';13/09/2018;***;14:30:00;',';quinta-feira;"');"
16198;,';Pista Escorregadia;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';13/09/2018;***;13:00:00;',';quinta-feira;"');"
16199;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';13/09/2018;***;16:20:00;',';quinta-feira;"');"
16200;,';Avarias e/ou desgaste excessivo no pneu;',';Saída de leito carroçável;',';Sem Vítimas;',';13/09/2018;***;18:40:00;',';quinta-feira;"');"
16201;,';Defeito na Via;',';Tombamento;',';Com Vítimas Feridas;',';13/09/2018;***;20:30:00;',';quinta-feira;"');"
16202;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Sem Vítimas;',';13/09/2018;***;19:45:00;',';quinta-feira;"');"
16203;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Sem Vítimas;',';13/09/2018;***;18:20:00;',';quinta-feira;"');"
16204;,';Defeito Mecânico no Veículo;',';Tombamento;',';Com Vítimas Feridas;',';13/09/2018;***;20:30:00;',';quinta-feira;"');"
16205;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';13/09/2018;***;21:45:00;',';quinta-feira;"');"
16206;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';13/09/2018;***;22:15:00;',';quinta-feira;"');"
16207;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';13/09/2018;***;22:15:00;',';quinta-feira;"');"
16208;,';Ingestão de Álcool;',';Colisão traseira;',';Sem Vítimas;',';13/09/2018;***;22:00:00;',';quinta-feira;"');"
16209;,';Velocidade Incompatível;',';Colisão traseira;',';Sem Vítimas;',';13/09/2018;***;22:30:00;',';quinta-feira;"');"
16210;,';Sinalização da via insuficiente ou inadequada;',';Colisão transversal;',';Com Vítimas Feridas;',';14/09/2018;***;00:05:00;',';sexta-feira;"');"
16211;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';14/09/2018;***;01:20:00;',';sexta-feira;"');"
16212;,';Defeito Mecânico no Veículo;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';01/09/2018;***;16:20:00;',';sábado;"');"
16213;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';14/09/2018;***;06:30:00;',';sexta-feira;"');"
16214;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',';14/09/2018;***;07:20:00;',';sexta-feira;"');"
16215;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';14/09/2018;***;07:40:00;',';sexta-feira;"');"
16216;,';Desobediência às normas de trânsito pelo condutor;',';Saída de leito carroçável;',';Com Vítimas Fatais;',';14/09/2018;***;07:30:00;',';sexta-feira;"');"
16217;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';14/09/2018;***;07:00:00;',';sexta-feira;"');"
16218;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/09/2018;***;08:15:00;',';sexta-feira;"');"
16219;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';14/09/2018;***;09:40:00;',';sexta-feira;"');"
16220;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/09/2018;***;09:20:00;',';sexta-feira;"');"
16221;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/09/2018;***;09:15:00;',';sexta-feira;"');"
16222;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';14/09/2018;***;09:53:00;',';sexta-feira;"');"
16223;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';14/09/2018;***;02:30:00;',';sexta-feira;"');"
16224;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';14/09/2018;***;09:35:00;',';sexta-feira;"');"
16225;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';14/09/2018;***;12:45:00;',';sexta-feira;"');"
16226;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/09/2018;***;10:30:00;',';sexta-feira;"');"
16227;,';Pista Escorregadia;',';Colisão frontal;',';Com Vítimas Feridas;',';14/09/2018;***;11:45:00;',';sexta-feira;"');"
16228;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';18/01/2018;***;20:30:00;',';quinta-feira;"');"
16229;,';Objeto estático sobre o leito carroçável;',';Colisão com objeto estático;',';Sem Vítimas;',';14/09/2018;***;05:00:00;',';sexta-feira;"');"
16230;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';14/09/2018;***;14:15:00;',';sexta-feira;"');"
16231;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';25/08/2018;***;00:15:00;',';sábado;"');"
16232;,';Mal Súbito;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';14/09/2018;***;07:30:00;',';sexta-feira;"');"
16233;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';14/09/2018;***;14:15:00;',';sexta-feira;"');"
16234;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';14/09/2018;***;16:30:00;',';sexta-feira;"');"
16235;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';14/09/2018;***;16:00:00;',';sexta-feira;"');"
16236;,';Falta de Atenção à Condução;',';Engavetamento;',';Com Vítimas Feridas;',';14/09/2018;***;17:00:00;',';sexta-feira;"');"
16237;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';14/09/2018;***;17:00:00;',';sexta-feira;"');"
16238;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';14/09/2018;***;17:45:00;',';sexta-feira;"');"
16239;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';14/09/2018;***;17:30:00;',';sexta-feira;"');"
16240;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';14/09/2018;***;18:10:00;',';sexta-feira;"');"
16241;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/09/2018;***;18:13:00;',';sexta-feira;"');"
16242;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';14/09/2018;***;18:40:00;',';sexta-feira;"');"
16243;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';14/09/2018;***;18:30:00;',';sexta-feira;"');"
16244;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';14/09/2018;***;18:30:00;',';sexta-feira;"');"
16245;,';Pista Escorregadia;',';Tombamento;',';Com Vítimas Feridas;',';14/09/2018;***;18:55:00;',';sexta-feira;"');"
16246;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';14/09/2018;***;19:15:00;',';sexta-feira;"');"
16247;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Sem Vítimas;',';14/09/2018;***;17:20:00;',';sexta-feira;"');"
16248;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';14/09/2018;***;21:40:00;',';sexta-feira;"');"
16249;,';Mal Súbito;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/09/2018;***;22:30:00;',';sexta-feira;"');"
16250;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/09/2018;***;22:30:00;',';sexta-feira;"');"
16251;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';14/09/2018;***;19:35:00;',';sexta-feira;"');"
16252;,';Mal Súbito;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;00:00:00;',';sábado;"');"
16253;,';Ingestão de álcool e/ou substâncias psicoativas pelo pedestre;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;00:00:00;',';sábado;"');"
16254;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';14/09/2018;***;23:20:00;',';sexta-feira;"');"
16255;,';Velocidade Incompatível;',';Colisão frontal;',';Com Vítimas Feridas;',';15/09/2018;***;01:00:00;',';sábado;"');"
16256;,';Ultrapassagem Indevida;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';15/09/2018;***;04:05:00;',';sábado;"');"
16257;,';Ingestão de Álcool;',';Colisão lateral;',';Sem Vítimas;',';15/09/2018;***;04:05:00;',';sábado;"');"
16258;,';Animais na Pista;',';Atropelamento de Animal;',';Com Vítimas Feridas;',';15/09/2018;***;04:50:00;',';sábado;"');"
16259;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';15/09/2018;***;05:15:00;',';sábado;"');"
16260;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;06:50:00;',';sábado;"');"
16261;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';15/09/2018;***;07:00:00;',';sábado;"');"
16262;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';15/09/2018;***;08:00:00;',';sábado;"');"
16263;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';15/09/2018;***;08:10:00;',';sábado;"');"
16264;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';15/09/2018;***;08:40:00;',';sábado;"');"
16265;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;08:40:00;',';sábado;"');"
16266;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';15/09/2018;***;09:00:00;',';sábado;"');"
16267;,';Pista Escorregadia;',';Saída de leito carroçável;',';Sem Vítimas;',';15/09/2018;***;07:00:00;',';sábado;"');"
16268;,';Avarias e/ou desgaste excessivo no pneu;',';Saída de leito carroçável;',';Sem Vítimas;',';15/09/2018;***;08:55:00;',';sábado;"');"
16269;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';15/09/2018;***;10:40:00;',';sábado;"');"
16270;,';Pista Escorregadia;',';Colisão lateral;',';Com Vítimas Feridas;',';15/09/2018;***;10:40:00;',';sábado;"');"
16271;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;07:30:00;',';sábado;"');"
16272;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';15/09/2018;***;10:20:00;',';sábado;"');"
16273;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';15/09/2018;***;10:35:00;',';sábado;"');"
16274;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';15/09/2018;***;11:00:00;',';sábado;"');"
16275;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';11/09/2018;***;22:53:00;',';terça-feira;"');"
16276;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';15/09/2018;***;14:30:00;',';sábado;"');"
16277;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;14:50:00;',';sábado;"');"
16278;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Sem Vítimas;',';15/09/2018;***;15:30:00;',';sábado;"');"
16279;,';Desobediência às normas de trânsito pelo pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';15/09/2018;***;15:15:00;',';sábado;"');"
16280;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';15/09/2018;***;08:20:00;',';sábado;"');"
16281;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;15:00:00;',';sábado;"');"
16282;,';Falta de Atenção à Condução;',';Capotamento;',';Sem Vítimas;',';15/09/2018;***;16:35:00;',';sábado;"');"
16283;,';Não guardar distância de segurança;',';Colisão com objeto em movimento;',';Com Vítimas Feridas;',';15/09/2018;***;17:40:00;',';sábado;"');"
16284;,';Desobediência às normas de trânsito pelo pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';15/09/2018;***;18:40:00;',';sábado;"');"
16285;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;18:00:00;',';sábado;"');"
16286;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';15/09/2018;***;18:40:00;',';sábado;"');"
16287;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;15:00:00;',';sábado;"');"
16288;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';15/09/2018;***;19:05:00;',';sábado;"');"
16289;,';Defeito Mecânico no Veículo;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';15/09/2018;***;18:30:00;',';sábado;"');"
16290;,';Ingestão de Álcool;',';Colisão lateral;',';Com Vítimas Feridas;',';15/09/2018;***;19:15:00;',';sábado;"');"
16291;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';15/09/2018;***;19:20:00;',';sábado;"');"
16292;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';15/09/2018;***;19:00:00;',';sábado;"');"
16293;,';Defeito na Via;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;18:50:00;',';sábado;"');"
16294;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';15/09/2018;***;19:15:00;',';sábado;"');"
16295;,';Deficiência ou não Acionamento do Sistema de Iluminação/Sinalização do Veículo;',';Colisão transversal;',';Com Vítimas Feridas;',';15/09/2018;***;20:00:00;',';sábado;"');"
16296;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';03/05/2018;***;11:20:00;',';quinta-feira;"');"
16297;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;18:10:00;',';sábado;"');"
16298;,';Ingestão de Álcool;',';Colisão traseira;',';Com Vítimas Feridas;',';15/09/2018;***;20:30:00;',';sábado;"');"
16299;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';15/09/2018;***;21:00:00;',';sábado;"');"
16300;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';15/09/2018;***;19:25:00;',';sábado;"');"
16301;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;19:50:00;',';sábado;"');"
16302;,';Ingestão de álcool e/ou substâncias psicoativas pelo pedestre;',';Colisão lateral;',';Sem Vítimas;',';15/09/2018;***;22:15:00;',';sábado;"');"
16303;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;22:20:00;',';sábado;"');"
16304;,';Condutor Dormindo;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';15/09/2018;***;23:10:00;',';sábado;"');"
16305;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/09/2018;***;23:30:00;',';sábado;"');"
16306;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';16/09/2018;***;00:20:00;',';domingo;"');"
16307;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';16/09/2018;***;00:45:00;',';domingo;"');"
16308;,';Ingestão de Álcool;',';Colisão traseira;',';Sem Vítimas;',';15/09/2018;***;22:30:00;',';sábado;"');"
16309;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';16/09/2018;***;00:50:00;',';domingo;"');"
16310;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';16/09/2018;***;01:00:00;',';domingo;"');"
16311;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';16/09/2018;***;03:10:00;',';domingo;"');"
16312;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';16/09/2018;***;03:15:00;',';domingo;"');"
16313;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';16/09/2018;***;00:15:00;',';domingo;"');"
16314;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';16/09/2018;***;03:00:00;',';domingo;"');"
16315;,';Restrição de Visibilidade;',';Colisão lateral;',';Com Vítimas Feridas;',';15/09/2018;***;08:45:00;',';sábado;"');"
16316;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';16/09/2018;***;03:00:00;',';domingo;"');"
16317;,';Animais na Pista;',';Atropelamento de Animal;',';Com Vítimas Feridas;',';16/09/2018;***;04:50:00;',';domingo;"');"
16318;,';Desobediência às normas de trânsito pelo condutor;',';Colisão com objeto estático;',';Sem Vítimas;',';16/09/2018;***;05:30:00;',';domingo;"');"
16319;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';16/09/2018;***;05:50:00;',';domingo;"');"
16320;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';16/09/2018;***;02:45:00;',';domingo;"');"
16321;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Sem Vítimas;',';16/09/2018;***;06:10:00;',';domingo;"');"
16322;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';16/09/2018;***;09:25:00;',';domingo;"');"
16323;,';Objeto estático sobre o leito carroçável;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';16/09/2018;***;10:15:00;',';domingo;"');"
16324;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';16/09/2018;***;09:40:00;',';domingo;"');"
16325;,';Pista Escorregadia;',';Tombamento;',';Com Vítimas Feridas;',';16/09/2018;***;11:20:00;',';domingo;"');"
16326;,';Condutor Dormindo;',';Colisão traseira;',';Sem Vítimas;',';16/09/2018;***;14:00:00;',';domingo;"');"
16327;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';16/09/2018;***;12:20:00;',';domingo;"');"
16328;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',';16/09/2018;***;14:20:00;',';domingo;"');"
16329;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';16/09/2018;***;14:00:00;',';domingo;"');"
16330;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';16/09/2018;***;15:00:00;',';domingo;"');"
16331;,';Desobediência às normas de trânsito pelo condutor;',';Capotamento;',';Com Vítimas Feridas;',';16/09/2018;***;15:00:00;',';domingo;"');"
16332;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';16/09/2018;***;11:25:00;',';domingo;"');"
16333;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';16/09/2018;***;15:10:00;',';domingo;"');"
16334;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';16/09/2018;***;16:10:00;',';domingo;"');"
16335;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Sem Vítimas;',';16/09/2018;***;16:15:00;',';domingo;"');"
16336;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';16/09/2018;***;16:00:00;',';domingo;"');"
16337;,';Ultrapassagem Indevida;',';Colisão com objeto em movimento;',';Com Vítimas Feridas;',';16/09/2018;***;18:10:00;',';domingo;"');"
16338;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';16/09/2018;***;18:40:00;',';domingo;"');"
16339;,';Sinalização da via insuficiente ou inadequada;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';16/09/2018;***;19:15:00;',';domingo;"');"
16340;,';Restrição de Visibilidade;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';16/09/2018;***;19:15:00;',';domingo;"');"
16341;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';16/09/2018;***;19:34:00;',';domingo;"');"
16342;,';Ingestão de Álcool;',';Colisão lateral;',';Sem Vítimas;',';16/09/2018;***;19:30:00;',';domingo;"');"
16343;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';16/09/2018;***;19:10:00;',';domingo;"');"
16344;,';Desobediência às normas de trânsito pelo pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';16/09/2018;***;20:35:00;',';domingo;"');"
16345;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';16/09/2018;***;20:30:00;',';domingo;"');"
16346;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';16/09/2018;***;20:30:00;',';domingo;"');"
16347;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';16/09/2018;***;21:20:00;',';domingo;"');"
16348;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';16/09/2018;***;21:34:00;',';domingo;"');"
16349;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';17/09/2018;***;00:30:00;',';segunda-feira;"');"
16350;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Fatais;',';16/09/2018;***;20:30:00;',';domingo;"');"
16351;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';16/09/2018;***;19:15:00;',';domingo;"');"
