id_Acidente;;causa_acidente;;tipo_acidente;;classificacao_acidente;;data;;dia_semana;;horario;;
20465;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';00:30:00;"');";
20466;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';01:30:00;"');";
20467;,';Ingestão de álcool e/ou substâncias psicoativas pelo pedestre;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';02:10:00;"');";
20468;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';04:30:00;"');";
20469;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';06:00:00;"');";
20470;,';Ultrapassagem Indevida;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';06:45:00;"');";
20471;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';06:50:00;"');";
20472;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';07:55:00;"');";
20473;,';Ingestão de Álcool;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';28/10/2018;','DD/MM/YYYY'),';domingo;',TIME(';03:00:00;"');";
20474;,';Ingestão de Álcool;',';Colisão frontal;',';Com Vítimas Fatais;',TO_DATE(';22/12/2018;','DD/MM/YYYY'),';sábado;',TIME(';07:50:00;"');";
20475;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';08:00:00;"');";
20476;,';Não guardar distância de segurança;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';09:00:00;"');";
20477;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Fatais;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';07:40:00;"');";
20478;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';09:30:00;"');";
20479;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';09:25:00;"');";
20480;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';07:50:00;"');";
20481;,';Condutor Dormindo;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';10:40:00;"');";
20482;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';09:00:00;"');";
20483;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';11:00:00;"');";
20484;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';09:50:00;"');";
20485;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';11:25:00;"');";
20486;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';06:25:00;"');";
20487;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';09:10:00;"');";
20488;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';13:00:00;"');";
20489;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';13:45:00;"');";
20490;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';08:20:00;"');";
20491;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';10:40:00;"');";
20492;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';12:45:00;"');";
20493;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';13:20:00;"');";
20494;,';Condutor Dormindo;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';15:05:00;"');";
20495;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';15:25:00;"');";
20496;,';Velocidade Incompatível;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';15:50:00;"');";
20497;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';14:50:00;"');";
20498;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';15:15:00;"');";
20499;,';Ingestão de Álcool;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';17:30:00;"');";
20500;,';Falta de Atenção à Condução;',';Engavetamento;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';17:20:00;"');";
20501;,';Defeito na Via;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';16:50:00;"');";
20502;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';17:45:00;"');";
20503;,';Ingestão de Álcool;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';12/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';22:30:00;"');";
20504;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';11:50:00;"');";
20505;,';Objeto estático sobre o leito carroçável;',';Capotamento;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';17:30:00;"');";
20506;,';Defeito Mecânico no Veículo;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';18:20:00;"');";
20507;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';19:30:00;"');";
20508;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';19:45:00;"');";
20509;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';20:20:00;"');";
20510;,';Desobediência às normas de trânsito pelo condutor;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';18:35:00;"');";
20511;,';Avarias e/ou desgaste excessivo no pneu;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';20:30:00;"');";
20512;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';21:20:00;"');";
20513;,';Velocidade Incompatível;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';20:00:00;"');";
20514;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';17:30:00;"');";
20515;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';21:20:00;"');";
20516;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';22:50:00;"');";
20517;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';23:50:00;"');";
20518;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';00:30:00;"');";
20519;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';26/12/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';22:50:00;"');";
20520;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';00:50:00;"');";
20521;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';00:40:00;"');";
20522;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Fatais;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';01:55:00;"');";
20523;,';Ingestão de álcool e/ou substâncias psicoativas pelo pedestre;',';Colisão com objeto estático;',';Sem Vítimas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';01:55:00;"');";
20524;,';Ingestão de Álcool;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';04:30:00;"');";
20525;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';05:00:00;"');";
20526;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';05:45:00;"');";
20527;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';07:15:00;"');";
20528;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';07:15:00;"');";
20529;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';08:25:00;"');";
20530;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';08:05:00;"');";
20531;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';09:15:00;"');";
20532;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';10:00:00;"');";
20533;,';Pista Escorregadia;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';09:45:00;"');";
20534;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';25/12/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';17:17:00;"');";
20535;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';09:40:00;"');";
20536;,';Não guardar distância de segurança;',';Engavetamento;',';Sem Vítimas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';10:50:00;"');";
20537;,';Velocidade Incompatível;',';Engavetamento;',';Sem Vítimas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';05:46:00;"');";
20538;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';11:05:00;"');";
20539;,';Mal Súbito;',';Capotamento;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';11:50:00;"');";
20540;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';11:50:00;"');";
20541;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';12:20:00;"');";
20542;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';12:15:00;"');";
20543;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';10:45:00;"');";
20544;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';13:20:00;"');";
20545;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';09:00:00;"');";
20546;,';Sinalização da via insuficiente ou inadequada;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';01/11/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';19:40:00;"');";
20547;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';14:00:00;"');";
20548;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';14:01:00;"');";
20549;,';Defeito na Via;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';03/11/2018;','DD/MM/YYYY'),';sábado;',TIME(';07:45:00;"');";
20550;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';13:30:00;"');";
20551;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';16:50:00;"');";
20552;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';17:40:00;"');";
20553;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';17:20:00;"');";
20554;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';18/12/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';22:40:00;"');";
20555;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';18:30:00;"');";
20556;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';18:57:00;"');";
20557;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';19:15:00;"');";
20558;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';18:55:00;"');";
20559;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';19:00:00;"');";
20560;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';19:20:00;"');";
20561;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';19:45:00;"');";
20562;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';19:40:00;"');";
20563;,';Desobediência às normas de trânsito pelo condutor;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';20:15:00;"');";
20564;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';10:30:00;"');";
20565;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';21:55:00;"');";
20566;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';17:10:00;"');";
20567;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';20:30:00;"');";
20568;,';Avarias e/ou desgaste excessivo no pneu;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';21:30:00;"');";
20569;,';Ingestão de Álcool;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';00:40:00;"');";
20570;,';Ingestão de Álcool;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';01:15:00;"');";
20571;,';Ingestão de Álcool;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';04:50:00;"');";
20572;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';05:35:00;"');";
20573;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';21:15:00;"');";
20574;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';04:20:00;"');";
20575;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Sem Vítimas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';22:10:00;"');";
20576;,';Não guardar distância de segurança;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';09:20:00;"');";
20577;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';05:50:00;"');";
20578;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';06:15:00;"');";
20579;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';06:45:00;"');";
20580;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';07:25:00;"');";
20581;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';08:00:00;"');";
20582;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';08:00:00;"');";
20583;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';08:15:00;"');";
20584;,';Não guardar distância de segurança;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';08:15:00;"');";
20585;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';11:00:00;"');";
20586;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';10:30:00;"');";
20587;,';Defeito Mecânico no Veículo;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';11:40:00;"');";
20588;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';08:20:00;"');";
20589;,';Defeito na Via;',';Colisão com objeto em movimento;',';Com Vítimas Feridas;',TO_DATE(';24/11/2018;','DD/MM/YYYY'),';sábado;',TIME(';11:26:00;"');";
20590;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';12:00:00;"');";
20591;,';Não guardar distância de segurança;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';11:50:00;"');";
20592;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';10:00:00;"');";
20593;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';12:00:00;"');";
20594;,';Não guardar distância de segurança;',';Engavetamento;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';14:00:00;"');";
20595;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';15:20:00;"');";
20596;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';15:30:00;"');";
20597;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Fatais;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';14:50:00;"');";
20598;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';27/12/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';19:15:00;"');";
20599;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';17:05:00;"');";
20600;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';18:10:00;"');";
20601;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';18:40:00;"');";
20602;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';18:30:00;"');";
20603;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';19:35:00;"');";
20604;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';19:15:00;"');";
20605;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';20:00:00;"');";
20606;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';19:00:00;"');";
20607;,';Defeito Mecânico no Veículo;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';19:00:00;"');";
20608;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';20:40:00;"');";
20609;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';28/12/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';20:55:00;"');";
